CS007-SIM-1,CS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.",The Catholic Institute of Sydney is a tertiary educational facility.It is a member institution of the Sydney College of Divinity.It delivers theological studies at both undergraduate and postgraduate qualifications.It prepares students for ordination to the priesthood in the Catholic Church.,The Catholic Institute of Sydney is a tertiary educational facility.
CS007-SIM-2,CS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.",The Catholic Institute of Sydney is a tertiary educational facility.It is a member institution of the Sydney College of Divinity.It delivers theological studies at both undergraduate and postgraduate qualifications.It prepares students for ordination to the priesthood in the Catholic Church.,It is a member institution of the Sydney College of Divinity.
CS007-SIM-3,CS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.",The Catholic Institute of Sydney is a tertiary educational facility.It is a member institution of the Sydney College of Divinity.It delivers theological studies at both undergraduate and postgraduate qualifications.It prepares students for ordination to the priesthood in the Catholic Church.,It delivers theological studies at both undergraduate and postgraduate qualifications.
CS007-SIM-4,CS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.",The Catholic Institute of Sydney is a tertiary educational facility.It is a member institution of the Sydney College of Divinity.It delivers theological studies at both undergraduate and postgraduate qualifications.It prepares students for ordination to the priesthood in the Catholic Church.,It prepares students for ordination to the priesthood in the Catholic Church.
CS008-SIM-1,CS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.", The Catholic Institute of Sydney is a tertiary educational facility.  The Institute is a member of the Sydney College of Divinity.  It offers theological studies at undergraduate and postgraduate levels. It prepares students for ordination in the Catholic Church., The Catholic Institute of Sydney is a tertiary educational facility.
CS008-SIM-2,CS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.", The Catholic Institute of Sydney is a tertiary educational facility.  The Institute is a member of the Sydney College of Divinity.  It offers theological studies at undergraduate and postgraduate levels. It prepares students for ordination in the Catholic Church., The Institute is a member of the Sydney College of Divinity.
CS008-SIM-3,CS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.", The Catholic Institute of Sydney is a tertiary educational facility.  The Institute is a member of the Sydney College of Divinity.  It offers theological studies at undergraduate and postgraduate levels. It prepares students for ordination in the Catholic Church., It offers theological studies at undergraduate and postgraduate levels.
CS008-SIM-4,CS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church.", The Catholic Institute of Sydney is a tertiary educational facility.  The Institute is a member of the Sydney College of Divinity.  It offers theological studies at undergraduate and postgraduate levels. It prepares students for ordination in the Catholic Church.,It prepares students for ordination in the Catholic Church.
CS009-SIM-1,CS009,"Many men took this day as a convenient opportunity to spend the day drinking in the local pub. As a result, the original aim of expressing respect and sympathy to women was totally lost.",Many men spent the day drinking in the pub. The aim of expressing respect to women was lost.,Many men spent the day drinking in the pub.
CS009-SIM-2,CS009,"Many men took this day as a convenient opportunity to spend the day drinking in the local pub. As a result, the original aim of expressing respect and sympathy to women was totally lost.",Many men spent the day drinking in the pub. The aim of expressing respect to women was lost.,The aim of expressing respect to women was lost.
CS010-SIM-1,CS010,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators., Two boatmen were hanged.  Morse does not believe they were guilty., Two boatmen were hanged.
CS010-SIM-2,CS010,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators., Two boatmen were hanged.  Morse does not believe they were guilty., Morse does not believe they were guilty.
CS011-SIM-1,CS011,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators., Two boatmen were hanged.  Morse does not believe they were the perpetrators., Two boatmen were hanged.
CS011-SIM-2,CS011,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators., Two boatmen were hanged.  Morse does not believe they were the perpetrators., Morse does not believe they were the perpetrators.
CS012-SIM-1,CS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices who foolishly challenged a WikiDragon.  The apprentices barely escaped to tell about their misadventure., Few WikiKnights are ready on day one.
CS012-SIM-2,CS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices who foolishly challenged a WikiDragon.  The apprentices barely escaped to tell about their misadventure., Ancient scripts tell of apprentices who foolishly challenged a WikiDragon.
CS012-SIM-3,CS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices who foolishly challenged a WikiDragon.  The apprentices barely escaped to tell about their misadventure., The apprentices barely escaped to tell about their misadventure.
CS013-SIM-1,CS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices.  Apprentices challenged a WikiDragon. They barely escaped to tell about their misadventure., Few WikiKnights are ready on day one.
CS013-SIM-2,CS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices.  Apprentices challenged a WikiDragon. They barely escaped to tell about their misadventure., Ancient scripts tell of apprentices.
CS013-SIM-3,CS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices.  Apprentices challenged a WikiDragon. They barely escaped to tell about their misadventure., Apprentices challenged a WikiDragon.
CS013-SIM-4,CS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure.", Few WikiKnights are ready on day one.  Ancient scripts tell of apprentices.  Apprentices challenged a WikiDragon. They barely escaped to tell about their misadventure.,They barely escaped to tell about their misadventure.
CS014-SIM-1,CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys.", Pinocchio sets Lorenzini's theatre on fire.  Lorenzini changes career.  Lorenzini lures children to pleasure island. The children drink cursed water.  The cursed water turns them into donkeys., Pinocchio sets Lorenzini's theatre on fire.
CS014-SIM-2,CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys.", Pinocchio sets Lorenzini's theatre on fire.  Lorenzini changes career.  Lorenzini lures children to pleasure island. The children drink cursed water.  The cursed water turns them into donkeys., Lorenzini changes career.
CS014-SIM-3,CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys.", Pinocchio sets Lorenzini's theatre on fire.  Lorenzini changes career.  Lorenzini lures children to pleasure island. The children drink cursed water.  The cursed water turns them into donkeys., Lorenzini lures children to pleasure island.
CS014-SIM-4,CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys.", Pinocchio sets Lorenzini's theatre on fire.  Lorenzini changes career.  Lorenzini lures children to pleasure island. The children drink cursed water.  The cursed water turns them into donkeys.,The children drink cursed water.
CS014-SIM-5,CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys.", Pinocchio sets Lorenzini's theatre on fire.  Lorenzini changes career.  Lorenzini lures children to pleasure island. The children drink cursed water.  The cursed water turns them into donkeys., The cursed water turns them into donkeys.
CS015-SIM-1,CS015,At 14 she joined the adult movie before that she work at the Salon of her young auntie.,She joined the adult movie at 14. She worked at her young auntie's Salon.,She joined the adult movie at 14.
CS015-SIM-2,CS015,At 14 she joined the adult movie before that she work at the Salon of her young auntie.,She joined the adult movie at 14. She worked at her young auntie's Salon.,She worked at her young auntie's Salon.
CS016-SIM-1,CS016,At 14 she joined the adult movie before that she work at the Salon of her young auntie.,She joined the adult movie at 14. She worked at the Salon of her young auntie.,She joined the adult movie at 14.
CS016-SIM-2,CS016,At 14 she joined the adult movie before that she work at the Salon of her young auntie.,She joined the adult movie at 14. She worked at the Salon of her young auntie.,She worked at the Salon of her young auntie.
CS017-SIM-1,CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a restaurant project in Lafayette.  The restaurant had an upstairs dining room and a downstairs playroom.  The restaurant was called Tutti. It was in downtown Lafayette.  It had a separate area for adults and children., She had a restaurant project in Lafayette.
CS017-SIM-2,CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a restaurant project in Lafayette.  The restaurant had an upstairs dining room and a downstairs playroom.  The restaurant was called Tutti. It was in downtown Lafayette.  It had a separate area for adults and children., The restaurant had an upstairs dining room and a downstairs playroom.
CS017-SIM-3,CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a restaurant project in Lafayette.  The restaurant had an upstairs dining room and a downstairs playroom.  The restaurant was called Tutti. It was in downtown Lafayette.  It had a separate area for adults and children., The restaurant was called Tutti.
CS017-SIM-4,CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a restaurant project in Lafayette.  The restaurant had an upstairs dining room and a downstairs playroom.  The restaurant was called Tutti. It was in downtown Lafayette.  It had a separate area for adults and children.,It was in downtown Lafayette.
CS017-SIM-5,CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a restaurant project in Lafayette.  The restaurant had an upstairs dining room and a downstairs playroom.  The restaurant was called Tutti. It was in downtown Lafayette.  It had a separate area for adults and children., It had a separate area for adults and children.
CS018-SIM-1,CS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a project called Tutti.  Tutti was a restaurant in downtown Lafayette.  It had an upstairs dining room for adults. It had a downstairs playroom for children., She had a project called Tutti.
CS018-SIM-2,CS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a project called Tutti.  Tutti was a restaurant in downtown Lafayette.  It had an upstairs dining room for adults. It had a downstairs playroom for children., Tutti was a restaurant in downtown Lafayette.
CS018-SIM-3,CS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a project called Tutti.  Tutti was a restaurant in downtown Lafayette.  It had an upstairs dining room for adults. It had a downstairs playroom for children., It had an upstairs dining room for adults.
CS018-SIM-4,CS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children.", She had a project called Tutti.  Tutti was a restaurant in downtown Lafayette.  It had an upstairs dining room for adults. It had a downstairs playroom for children.,It had a downstairs playroom for children.
CS019-SIM-1,CS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices is complicated.  Infection, inflammation, and pain can occur during implantation.  Invasive medical procedures have risks. Medical device implantation carries similar complications as other invasive medical procedures.", Implantation of medical devices is complicated.
CS019-SIM-2,CS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices is complicated.  Infection, inflammation, and pain can occur during implantation.  Invasive medical procedures have risks. Medical device implantation carries similar complications as other invasive medical procedures."," Infection, inflammation, and pain can occur during implantation."
CS019-SIM-3,CS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices is complicated.  Infection, inflammation, and pain can occur during implantation.  Invasive medical procedures have risks. Medical device implantation carries similar complications as other invasive medical procedures.", Invasive medical procedures have risks.
CS019-SIM-4,CS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices is complicated.  Infection, inflammation, and pain can occur during implantation.  Invasive medical procedures have risks. Medical device implantation carries similar complications as other invasive medical procedures.",Medical device implantation carries similar complications as other invasive medical procedures.
CS020-SIM-1,CS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," The implantation of medical devices has complications.  Infection, inflammation, and pain can occur during the procedure.  Invasive medical procedures carry risks. Complications are associated with the implantation process.", The implantation of medical devices has complications.
CS020-SIM-2,CS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," The implantation of medical devices has complications.  Infection, inflammation, and pain can occur during the procedure.  Invasive medical procedures carry risks. Complications are associated with the implantation process."," Infection, inflammation, and pain can occur during the procedure."
CS020-SIM-3,CS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," The implantation of medical devices has complications.  Infection, inflammation, and pain can occur during the procedure.  Invasive medical procedures carry risks. Complications are associated with the implantation process.", Invasive medical procedures carry risks.
CS020-SIM-4,CS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," The implantation of medical devices has complications.  Infection, inflammation, and pain can occur during the procedure.  Invasive medical procedures carry risks. Complications are associated with the implantation process.",Complications are associated with the implantation process.
CS021-SIM-1,CS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices poses risks of complications.  Complications from medical device implantation include infection, inflammation, and pain.  Any invasive medical procedure carries the risk of infection, inflammation, and pain. Pain, infection, and inflammation can occur from implantation of medical devices.", Implantation of medical devices poses risks of complications.
CS021-SIM-2,CS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices poses risks of complications.  Complications from medical device implantation include infection, inflammation, and pain.  Any invasive medical procedure carries the risk of infection, inflammation, and pain. Pain, infection, and inflammation can occur from implantation of medical devices."," Complications from medical device implantation include infection, inflammation, and pain."
CS021-SIM-3,CS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices poses risks of complications.  Complications from medical device implantation include infection, inflammation, and pain.  Any invasive medical procedure carries the risk of infection, inflammation, and pain. Pain, infection, and inflammation can occur from implantation of medical devices."," Any invasive medical procedure carries the risk of infection, inflammation, and pain."
CS021-SIM-4,CS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain."," Implantation of medical devices poses risks of complications.  Complications from medical device implantation include infection, inflammation, and pain.  Any invasive medical procedure carries the risk of infection, inflammation, and pain. Pain, infection, and inflammation can occur from implantation of medical devices.","Pain, infection, and inflammation can occur from implantation of medical devices."
CS022-SIM-1,CS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations.", This upgrade will reduce cost and increase flexibility.  Any manufactured CBC can be configured for zero to four solid boosters.  The standardized CBC will necessitate a slight performance loss for most medium configurations., This upgrade will reduce cost and increase flexibility.
CS022-SIM-2,CS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations.", This upgrade will reduce cost and increase flexibility.  Any manufactured CBC can be configured for zero to four solid boosters.  The standardized CBC will necessitate a slight performance loss for most medium configurations., Any manufactured CBC can be configured for zero to four solid boosters.
CS022-SIM-3,CS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations.", This upgrade will reduce cost and increase flexibility.  Any manufactured CBC can be configured for zero to four solid boosters.  The standardized CBC will necessitate a slight performance loss for most medium configurations., The standardized CBC will necessitate a slight performance loss for most medium configurations.
CS023-SIM-1,CS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher issues a below average number of bases on balls.  A Control pitcher is skilled at throwing his pitches., A Control pitcher has good control of his pitches.
CS023-SIM-2,CS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher issues a below average number of bases on balls.  A Control pitcher is skilled at throwing his pitches., A Control pitcher issues a below average number of bases on balls.
CS023-SIM-3,CS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher issues a below average number of bases on balls.  A Control pitcher is skilled at throwing his pitches., A Control pitcher is skilled at throwing his pitches.
CS024-SIM-1,CS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher limits the number of bases on balls.  A pitcher can be a Control pitcher. Good control of pitches is exhibited by a Control pitcher., A Control pitcher has good control of his pitches.
CS024-SIM-2,CS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher limits the number of bases on balls.  A pitcher can be a Control pitcher. Good control of pitches is exhibited by a Control pitcher., A Control pitcher limits the number of bases on balls.
CS024-SIM-3,CS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher limits the number of bases on balls.  A pitcher can be a Control pitcher. Good control of pitches is exhibited by a Control pitcher., A pitcher can be a Control pitcher.
CS024-SIM-4,CS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches., A Control pitcher has good control of his pitches.  A Control pitcher limits the number of bases on balls.  A pitcher can be a Control pitcher. Good control of pitches is exhibited by a Control pitcher.,Good control of pitches is exhibited by a Control pitcher.
CS025-SIM-1,CS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun was an ethnic Yi General.
CS025-SIM-2,CS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun became the Governor of Yunnan.
CS025-SIM-3,CS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun was a cousin of Lu Han.
CS026-SIM-1,CS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun later became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun was an ethnic Yi General.
CS026-SIM-2,CS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun later became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun later became the Governor of Yunnan.
CS026-SIM-3,CS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han.", Long Yun was an ethnic Yi General.  Long Yun later became the Governor of Yunnan.  Long Yun was a cousin of Lu Han., Long Yun was a cousin of Lu Han.
CS027-SIM-1,CS027,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is written for the occasion.  Carnaval music is easy to dance to., Carnaval music is written for the occasion.
CS027-SIM-2,CS027,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is written for the occasion.  Carnaval music is easy to dance to., Carnaval music is easy to dance to.
CS028-SIM-1,CS028,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is often written for the occasion.  Carnaval music is easy to dance to., Carnaval music is often written for the occasion.
CS028-SIM-2,CS028,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is often written for the occasion.  Carnaval music is easy to dance to., Carnaval music is easy to dance to.
CS029-SIM-1,CS029,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is written for the occasion.  Carnaval music is easy to dance to., Carnaval music is written for the occasion.
CS029-SIM-2,CS029,Carnaval music is often a song written especially for the occasion and is easy to dance to., Carnaval music is written for the occasion.  Carnaval music is easy to dance to., Carnaval music is easy to dance to.
CS030-SIM-1,CS030,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH.,He has been a full professor at ETH Zurich since 2003.  He has been the Director of the Institute for Mathematical Research at ETH since 2009.,He has been a full professor at ETH Zurich since 2003.
CS030-SIM-2,CS030,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH.,He has been a full professor at ETH Zurich since 2003.  He has been the Director of the Institute for Mathematical Research at ETH since 2009., He has been the Director of the Institute for Mathematical Research at ETH since 2009.
CS031-SIM-1,CS031,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH.,He has been a full professor at ETH Zurich since 2003. He has been the Director of the Institute for Mathematical Research at ETH since 2009.,He has been a full professor at ETH Zurich since 2003.
CS031-SIM-2,CS031,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH.,He has been a full professor at ETH Zurich since 2003. He has been the Director of the Institute for Mathematical Research at ETH since 2009.,He has been the Director of the Institute for Mathematical Research at ETH since 2009.
CS032-SIM-1,CS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series.", The winners of the two Division Series met in the 2005 National League Championship Series.  The winner of the series became the National League champion.  The National League champion faced the American League champion in the 2005 World Series., The winners of the two Division Series met in the 2005 National League Championship Series.
CS032-SIM-2,CS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series.", The winners of the two Division Series met in the 2005 National League Championship Series.  The winner of the series became the National League champion.  The National League champion faced the American League champion in the 2005 World Series., The winner of the series became the National League champion.
