CS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ", Few WikiKnights are ready on day one. Ancient scripts tell of apprentices who foolishly challenged a WikiDragon. The apprentices barely escaped to tell about their misadventure. 
CS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ", Few WikiKnights are ready on day one. Ancient scripts tell of apprentices. Apprentices challenged a WikiDragon. They barely escaped to tell about their misadventure. 
CS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys. ", Pinocchio sets Lorenzini's theatre on fire. Lorenzini changes career. Lorenzini lures children to pleasure island. The children drink cursed water. The cursed water turns them into donkeys. 
CS015,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,She joined the adult movie at 14. She worked at her young auntie's Salon. 
CS016,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,She joined the adult movie at 14. She worked at the Salon of her young auntie. 
CS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ", She had a restaurant project in Lafayette. The restaurant had an upstairs dining room and a downstairs playroom. The restaurant was called Tutti. It was in downtown Lafayette. It had a separate area for adults and children. 
CS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ", She had a project called Tutti. Tutti was a restaurant in downtown Lafayette. It had an upstairs dining room for adults. It had a downstairs playroom for children. 
CS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. "," Implantation of medical devices is complicated. Infection, inflammation, and pain can occur during implantation. Invasive medical procedures have risks. Medical device implantation carries similar complications as other invasive medical procedures. "
CS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. "," The implantation of medical devices has complications. Infection, inflammation, and pain can occur during the procedure. Invasive medical procedures carry risks. Complications are associated with the implantation process. "
CS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. "," Implantation of medical devices poses risks of complications. Complications from medical device implantation include infection, inflammation, and pain. Any invasive medical procedure carries the risk of infection, inflammation, and pain. Pain, infection, and inflammation can occur from implantation of medical devices. "
CS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations. ", This upgrade will reduce cost and increase flexibility. Any manufactured CBC can be configured for zero to four solid boosters. The standardized CBC will necessitate a slight performance loss for most medium configurations. 
CS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. , A Control pitcher has good control of his pitches. A Control pitcher issues a below average number of bases on balls. A Control pitcher is skilled at throwing his pitches. 
CS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. , A Control pitcher has good control of his pitches. A Control pitcher limits the number of bases on balls. A pitcher can be a Control pitcher. Good control of pitches is exhibited by a Control pitcher. 
CS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. "," Long Yun was an ethnic Yi General. Later, Long Yun became the Governor of Yunnan. Long Yun was a cousin of Lu Han. "
CS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ", Long Yun was an ethnic Yi General. Long Yun later became the Governor of Yunnan. Long Yun was a cousin of Lu Han. 
CS027,Carnaval music is often a song written especially for the occasion and is easy to dance to. , Carnaval music is written for the occasion. Carnaval music is easy to dance to. 
CS028,Carnaval music is often a song written especially for the occasion and is easy to dance to. , Carnaval music is often written for the occasion. Carnaval music is easy to dance to. 
CS029,Carnaval music is often a song written especially for the occasion and is easy to dance to. , Carnaval music is written for the occasion. Carnaval music is easy to dance to. 
CS030,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,He has been a full professor at ETH Zurich since 2003. He has been the Director of the Institute for Mathematical Research at ETH since 2009. 
CS031,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,He has been a full professor at ETH Zurich since 2003. He has been the Director of the Institute for Mathematical Research at ETH since 2009. 
CS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ", The winners of the two Division Series met in the 2005 National League Championship Series. The winner of the series became the National League champion. The National League champion faced the American League champion in the 2005 World Series. 
CS033,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ", The winners of two Division Series met in the 2005 National League Championship Series. The winner of that series became the National League champion. The National League champion faced the American League champion in the 2005 World Series. 
CS034,"There were rumours of a few scenes of love between Alauddin and Padmini in this film, which led to protests from a Rajput caste organization called Shri Rajput Karni Sena, whose members accused Bhansali of distorting history. ", There were rumours about Alauddin and Padmini's love scenes in the movie. This sparked protests from Shri Rajput Karni Sena. The members of the organization accused Bhansali of distorting history. 
CS035,"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7. It was a Windows Vista Laptop, Inspiron 1525. Two and a half years later, I got a Toshiba Satellite laptop with Windows 7. The casing of the Toshiba started to split within a year. "
CS036,"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7. It was a Windows Vista Laptop, Inspiron 1525. Two and a half years later I got a Toshiba Satellite laptop with Windows 7. Within a year the casing started to split. "
CS037,"NPAS2 is paralogous to CLOCK, a key protein involved in the maintenance of circadian rhythms in mammals, and its role in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. ",NPAS2 is paralogous to CLOCK. CLOCK plays a key role in maintaining mammalian circadian rhythms. NPAS2 has a role in the brain related to circadian rhythms. NPAS2 is thought to generate and maintain mammalian circadian rhythms. 
CS038,"NPAS2 is paralogous to CLOCK, a key protein involved in the maintenance of circadian rhythms in mammals, and its role in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. ", NPAS2 is paralogous to CLOCK. CLOCK is a key protein involved in the maintenance of circadian rhythms in mammals. NPAS2's role in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. 
CS039,"NPAS2 is paralogous to CLOCK, a key protein involved in the maintenance of circadian rhythms in mammals, and its role in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. ", NPAS2 is paralogous to CLOCK. CLOCK is involved in the maintenance of circadian rhythms. The role of NPAS2 in the brain is thought to be as a generator and maintainer of mammalian circadian rhythms. 
CS040,"As a biologic, etanercept is subject to different laws than chemical formulations, and currently the United States does not permit the manufacture of generic biologics. ", Etanercept is a biologic. Chemical formulations have different laws than biologics. The United States does not allow generic biologics to be produced. 
CS041,"According to Watanabe, the Soka Gakkai has rocked established notions and hierarchies in Japan from its earliest years when Makiguchi questioned the imperial system along with established institutions such as public education, the military, and clerical authority. "," Watanabe stated the Soka Gakkai has challenged conventional ideas and structures in Japan since its beginnings. Makiguchi questioned the imperial system and many popular organizations like public education, the armed forces, and religious authority. "
CS042,"According to Watanabe, the Soka Gakkai has rocked established notions and hierarchies in Japan from its earliest years when Makiguchi questioned the imperial system along with established institutions such as public education, the military, and clerical authority. ", Makiguchi questioned the imperial system and other established institutions. The Soka Gakkai has challenged established notions and hierarchies since its beginnings. Watanabe stated that the Soka Gakkai has disrupted traditional structures in Japan since its founding. 
CS043,"The Awards is an exciting annual program founded by Ghanaian DJ and Radio presenter, Merqury Quaye. to foster the development of the Ghana music industry by rewarding and celebrating Radio, Mobile and Club DJs. "," Merqury Quaye founded The Awards. The Awards is an annual program. It rewards and celebrates Radio, Mobile, and Club DJs. Its mission is to foster the development of the Ghana music industry. "
CS044,"He released his results within a day, although testimony at trial suggested that there was nothing abnormal about the report taking just one day. ",He released his results within a day. Testimony at trial suggested nothing abnormal about the report taking one day. 
CS045,"He has opened a laboratory of ceramics in Umbria, operating between art and craft, he does personal exhibitions, especially in Holland, and participates in numerous collectives. ","He opened a laboratory of ceramics in Umbria. He operates between art and craft. He does personal exhibitions, especially in Holland. He participates in numerous collectives. "
CS046,"In 1179, Waldo and one of his disciples went to Rome where they were welcomed by Pope Alexander III, and the Roman Curia. ", Waldo and a disciple went to Rome in 1179. Pope Alexander III welcomed them in Rome. The Roman Curia also welcomed them. 
CS047,"In 1179, Waldo and one of his disciples went to Rome where they were welcomed by Pope Alexander III, and the Roman Curia. ", Waldo and one of his disciples went to Rome in 1179. They were welcomed by Pope Alexander III and the Roman Curia. 
CS048,In 1827 the Cliff Bridge opened improving access and was a foretaste of ambitious plans ahead. , The Cliff Bridge opened in 1827. It improved access. It was a foretaste of ambitious plans. 
CS049,In 1827 the Cliff Bridge opened improving access and was a foretaste of ambitious plans ahead. , The Cliff Bridge opened in 1827. Access was improved by the opening of the Cliff Bridge. There were ambitious plans ahead. 
CS050,In 1827 the Cliff Bridge opened improving access and was a foretaste of ambitious plans ahead. ,In 1827 the Cliff Bridge opened. It improved access. It was a foretaste of ambitious plans ahead. 
CS051,"The cecum is a pouchlike structure of the colon, located at the junction of the small intestine and the large intestine. ", The cecum is a pouchlike structure. It is located at the junction of the small and large intestine. The cecum is part of the colon. 
CS052,"The inaugural Principal was Mr Reidal who managaed the school from 1953 to 1956, the next principal was Bill Walker who served from 1957 to 1959. ", Mr Reidal was the inaugural Principal. He managed the school from 1953 to 1956. Bill Walker was the next Principal. He served from 1957 to 1959. 
CS053,"However, after getting hopelessly lost he returns to his home town and, not wanting to go home, visits his old basketball coach, Marty Tothero. "," He gets hopelessly lost. He returns to his home town. He does not want to go home. He visits his old basketball coach, Marty Tothero. "
CS054,"It is located adjacent to the grounds of the Pro Football Hall of Fame and hosts the annual Pro Football Hall of Fame Game, along with various high school and college football games. ", It is located near the Pro Football Hall of Fame. It hosts the annual Pro Football Hall of Fame Game. It hosts various high school and college football games. 
CS055,"It is located adjacent to the grounds of the Pro Football Hall of Fame and hosts the annual Pro Football Hall of Fame Game, along with various high school and college football games. ", It is next to the Pro Football Hall of Fame. It hosts the annual Pro Football Hall of Fame Game. It also hosts high school and college games. 
CS056,"It is located adjacent to the grounds of the Pro Football Hall of Fame and hosts the annual Pro Football Hall of Fame Game, along with various high school and college football games. ", It is situated next to the Pro Football Hall of Fame. It hosts the Pro Football Hall of Fame Game each year. It hosts high school and college football games. 
CS057,This law means that hundreds if not thousands of hours I put into going to places and taking pictures of monuments and such will be wasted. This law is destroying value me and others created. ,This law will waste the time I invested in taking pictures of monuments. This law is damaging the value created by me and others. 
CS058,This law means that hundreds if not thousands of hours I put into going to places and taking pictures of monuments and such will be wasted. This law is destroying value me and others created. ," This law is destroying value created by me and others. Hundreds, if not thousands, of hours I spent photographing monuments will be wasted. "
CS059,"Prior to the start of the 2009 season with the Bayhawks, Hubbard suffered a back injury and was unable to play the 2009 season and has not played in the MLL since. ", Hubbard suffered a back injury before the 2009 season with the Bayhawks. He was unable to play the 2009 season. He has not played in the MLL since. 
CS060,"Prior to the start of the 2009 season with the Bayhawks, Hubbard suffered a back injury and was unable to play the 2009 season and has not played in the MLL since. ", Hubbard suffered a back injury prior to the 2009 season. He was unable to play in the 2009 season with the Bayhawks. Hubbard has not played in the MLL since his injury. 
CS061,"While adolescents strive for their freedoms, the unknowns to parents of what their child is doing on social media sites is a challenging subject, due to the increasing amount of predators on social media sites. ", Adolescents strive for their freedoms. Parents are challenged by the unknowns of their child's activity on social media sites. Predators are increasingly present on social media sites. 
CS062,"While adolescents strive for their freedoms, the unknowns to parents of what their child is doing on social media sites is a challenging subject, due to the increasing amount of predators on social media sites. ", Adolescents strive for their freedoms.  Parents are uncertain of what their child is doing on social media sites. Predators are increasingly present on social media sites. 
CS063,The pieces are usually available in individual foil packages and come in various flavors. , The pieces come in various flavors. The pieces are available in individual foil packages. They come in various flavors. They are usually available in individual foil packages. 
CS064,The pieces are usually available in individual foil packages and come in various flavors. , Pieces are available in individual foil packages. Pieces come in various flavors. 
CS065,"Sellers was born in Santa Monica, California, grew up in New York City before moving to Rome. "," Sellers was born in Santa Monica, California. He grew up in New York City. He later moved to Rome. "
CS066,"Sellers was born in Santa Monica, California, grew up in New York City before moving to Rome. "," Sellers was born in Santa Monica, California. He grew up in New York City. He then moved to Rome. "
CS067,"Sellers was born in Santa Monica, California, grew up in New York City before moving to Rome. "," Sellers was born in Santa Monica, California. He grew up in New York City. He moved to Rome. "
CS068,"He received his BA from the University of Chicago in 1989, and his PhD in 1993 at UCLA where his advisor was Basil Gordon. ",He received his BA from the University of Chicago in 1989. He received his PhD in 1993 from UCLA. His advisor was Basil Gordon. 
CS069,"She walked out on their wedding, and she currently is single and holds intense anger towards Richard for ruining their wedding, and also became furious to learn she is pregnant, even though Richard told her he got a vasectomy. ", She walked out on their wedding. She is currently single. She holds intense anger towards Richard. Richard ruined their wedding. She became furious to learn she is pregnant. Richard told her he got a vasectomy. 
CS070,"Nisbet married Isabella Frances Fairweather in 1875 and died in London on 1 April 1899, following a longer term lung infection, and was survived by his wife and two children. ", Nisbet married Isabella Frances Fairweather in 1875. Nisbet died in London on 1 April 1899. Nisbet had a long-term lung infection. Nisbet was survived by his wife and two children. 
CS071,"Nisbet married Isabella Frances Fairweather in 1875 and died in London on 1 April 1899, following a longer term lung infection, and was survived by his wife and two children. ", Nisbet married Isabella Frances Fairweather in 1875. He died in London on 1 April 1899. He had a long-term lung infection. He was survived by his wife and two children. 
CS072,The Dark Knight is an enclosed steel roller coaster that is currently operating at Six Flags Great Adventure. , The Dark Knight is a steel roller coaster. It is operating at Six Flags Great Adventure. The Dark Knight is enclosed. 
CS073,Sampras went on to win the match in four sets and announced his retirement from the game at 2003 US Open. , Sampras won the match in four sets. Sampras announced his retirement from the game at 2003 US Open. 
CS074,Sampras went on to win the match in four sets and announced his retirement from the game at 2003 US Open. , Sampras won the match in four sets. He announced his retirement from the game at 2003 US Open. 
CS075,"Then the result only says that it would be better if low utility people had not existed, a statement with little bearing on practical morals. ",Low utility people should not exist. ''This statement has minimal practical moral implications. '
CS076,"Then the result only says that it would be better if low utility people had not existed, a statement with little bearing on practical morals. ",Low utility people should not exist' is a statement with little bearing on practical morals. It would be better if low utility people had not existed. 
CS077,"However, established New England political interests feared the growth of the West and a majority in the Federalist Party opposed the purchase. "," Established New England political interests feared the growth of the West. A majority in the Federalist Party opposed the purchase. However, these two desires clashed. "
CS078,"However, established New England political interests feared the growth of the West and a majority in the Federalist Party opposed the purchase. "," Established New England political interests feared the growth of the West. A majority of the Federalist Party opposed the purchase. However, both fears were present. "
CS079,Mussolini even had his sights set on the former German colony of Cameroon and a territorial corridor connecting that territory to Libya. , Mussolini wanted Cameroon and a corridor to Libya. Mussolini wanted to control Cameroon and a corridor between it and Libya. He wanted to take over Cameroon and create a passageway between it and Libya. Mussolini had ambitions to gain Cameroon and a route linking it to Libya. 
CS080,Mussolini even had his sights set on the former German colony of Cameroon and a territorial corridor connecting that territory to Libya. , Mussolini sought to acquire Cameroon. He also wanted a corridor linking Cameroon with Libya. 
CS081,These converts to Catholicism fled the Spanish Inquisition and came to live in the New World where they intermarried with the Native Americans and old Christians who populated the American Southwest. , These converts to Catholicism fled the Spanish Inquisition. They came to live in the New World. They intermarried with the Native Americans and old Christians. The American Southwest was populated by these groups. 
CS082,These converts to Catholicism fled the Spanish Inquisition and came to live in the New World where they intermarried with the Native Americans and old Christians who populated the American Southwest. , These converts fled the Spanish Inquisition. They came to live in the New World. They intermarried with Native Americans and old Christians. The American Southwest was populated by these people. 
CS083,"After attending Dartmouth College, he became associated with the Bishop Museum and spent the next 60 years roaming the Pacific, seeking out Polynesian settlement sites, excavating relics, and photographing petroglyphs. ", He attended Dartmouth College. He became associated with the Bishop Museum. He spent 60 years roaming the Pacific. He sought out Polynesian settlement sites. He excavated relics. He photographed petroglyphs. 
CS084,"After attending Dartmouth College, he became associated with the Bishop Museum and spent the next 60 years roaming the Pacific, seeking out Polynesian settlement sites, excavating relics, and photographing petroglyphs. ", He attended Dartmouth College. He became associated with the Bishop Museum. He spent 60 years roaming the Pacific. He sought out Polynesian settlement sites. He excavated relics. He photographed petroglyphs. 
CS085,"The series is created by Catharina Ledeboer, produced by Viacom International, and executive produced by Tatiana Rodriguez. ", Catharina Ledeboer created the series. Viacom International produced the series. Tatiana Rodriguez executive produced the series. 
CS086,"The series is created by Catharina Ledeboer, produced by Viacom International, and executive produced by Tatiana Rodriguez. ", Catharina Ledeboer created the series. Viacom International produced the series. Tatiana Rodriguez is executive producer of the series. 
CS087,"In theory, a run down the hill would consist of straight sections across the hill, followed by sharp turns to the complementary angle, as if the skier is being reflected from the edges of the run. "," A run down the hill consists of straight sections and sharp turns. Skiers are reflected from the edges of the run. In theory, a run follows complementary angles. "
CS088,"The airfield at Duxford is now home to a large number of remarkable and unique aircraft, possibly one of the most significant collections in the UK. ", The airfield at Duxford houses a remarkable collection of aircraft. This may be the most significant aircraft collection in the UK. Duxford airfield is now home to many unique aircraft. 
CS089,"The airfield at Duxford is now home to a large number of remarkable and unique aircraft, possibly one of the most significant collections in the UK. ", The airfield at Duxford is now home to a large number of aircraft. It is possibly one of the most significant collections in the UK. These aircraft are remarkable and unique. 
CS090,"Jill made blueberry BBQ chicken with scalloped carrot and potato, Christina thought that the chicken had unexpectedly great flavor, the gratin was delicious but had too much cream and herbs in it. ", Jill made blueberry BBQ chicken. Christina thought the chicken had great flavor. The gratin was delicious but had too much cream and herbs. 
CS091,"Jill made blueberry BBQ chicken with scalloped carrot and potato, Christina thought that the chicken had unexpectedly great flavor, the gratin was delicious but had too much cream and herbs in it. ",Jill made blueberry BBQ chicken. Christina thought the chicken had great flavor. The gratin was delicious. It had too much cream and herbs. 
CS092,She becomes very torn later in the story because her grandmother is dying and she feels like she is killing her because the fairy godmother finally found a replacement and now the fairy god mother can rest knowing the fairy tale world rests in good hands. , She feels torn. Her grandmother is dying. She feels responsible. The fairy godmother has a replacement. The fairy tale world is in good hands. 
CS093,She becomes very torn later in the story because her grandmother is dying and she feels like she is killing her because the fairy godmother finally found a replacement and now the fairy god mother can rest knowing the fairy tale world rests in good hands. ,She feels torn. Her grandmother is dying. She feels like she is killing her. The fairy godmother found a replacement. The fairy godmother can rest. The fairy tale world is in good hands. 
CS094,"The Pechenegs fought as waves of horse archers, firing arrows continuously, and relying on their wagon laager as a rallying point and last defence. ", The Pechenegs fought as horse archers. They fired arrows continuously. They relied on their wagon laager. It served as a rallying point and last defence. 
CS095,"In January 1914, the French Army had 47 divisions, composed of 777,000 French troops and 47,000 colonial troops, organized into 21 regional corps, along with attached cavalry and field artillery. "," In January 1914, the French Army had 47 divisions. These divisions were composed of 777,000 French troops and 47,000 colonial troops. The troops were organized into 21 regional corps. There was also attached cavalry and field artillery. "
CS096,"However, in the end McDuff opted to use a piece of broomstick from his car, he choked Sullivan, and then he and Green dumped her body in some bushes. ",McDuff chose to use a piece of broomstick from his car. He choked Sullivan. Green and McDuff dumped her body in some bushes. 
CS097,"After the construction of the Dan Ryan Expressway in the 1960s, nearby parks, Hardin Square and Stanford Park, were demolished, residents of Chinatown waited about thirty years for a replacement. ", The Dan Ryan Expressway was constructed in the 1960s. Hardin Square and Stanford Park were both demolished. Residents of Chinatown waited for a replacement for 30 years. 
CS098,"After the construction of the Dan Ryan Expressway in the 1960s, nearby parks, Hardin Square and Stanford Park, were demolished, residents of Chinatown waited about thirty years for a replacement. ", The Dan Ryan Expressway was constructed in the 1960s. Hardin Square and Stanford Park were demolished. Residents of Chinatown waited 30 years for a replacement. 
CS099,"Hotaru is a hero from the realm of Seido or Orderrealm, and devotes himself to preserving law and order at any cost, so much so that he could be described as a zealot. ", Hotaru is a hero from Seido. He devotes himself to preserving law and order. He could be described as a zealot. 
CS100,"Hotaru is a hero from the realm of Seido or Orderrealm, and devotes himself to preserving law and order at any cost, so much so that he could be described as a zealot. ", Hotaru is a hero from Seido. He devotes himself to preserving law and order. He could be described as a zealot. 
CS101,"Multiple births are common and work well in commercial operations, including programs where rams are specifically used to sire lambs for slaughter. ", Multiple births occur often. Rams are bred for raising lambs for slaughter. Commercial operations rely on multiple births. Rams are used for siring lambs for slaughter. 
CS102,"Multiple births are common and work well in commercial operations, including programs where rams are specifically used to sire lambs for slaughter. ", Multiple births occur often. Rams are used to produce lambs for slaughter. Commercial operations benefit from multiple births. Rams are bred for specific purposes. 
CS103,"The United States presidential election of 1876 was the 23rd quadrennial presidential election, held on Tuesday, November 7, 1876. ", The 1876 presidential election was the 23rd quadrennial election. The 1876 presidential election was held on November 7. The election was held in the United States. 
CS104,"The United States presidential election of 1876 was the 23rd quadrennial presidential election, held on Tuesday, November 7, 1876. ", The 1876 United States presidential election took place on November 7th. 1876 was the 23rd quadrennial presidential election in America. The US held a presidential election in 1876. The date of the 1876 presidential election was November 7th. 
CS105,"In 1989, psychiatry professor John Olney reported ketamine caused irreversible changes in two small areas of the rat brain, which, however, has significant differences in metabolism from the human brain, so may not occur in humans. ", John Olney reported ketamine caused irreversible changes in two small areas of the rat brain in 1989. Human brains have significant differences in metabolism from the rat brain. It is not known if the changes occur in humans. 
CS106,"It was founded in 1994 by Kevin Wentworth Preston and is based in the village of Pinkney near Malmesbury, Wiltshire, an area of England known as the Cotswolds. ","It was founded in 1994. Kevin Wentworth Preston founded it. It is based in the village of Pinkney. It is near Malmesbury, Wiltshire. It is in an area of England known as the Cotswolds. "
CS107,"Vidal taught aeronautics at West Point and was one of the first Army Air Corps pilots, being later one of the pioneers in the commercial aviation industry. ", Vidal taught aeronautics at West Point. He was one of the first Army Air Corps pilots. Vidal was a pioneer in the commercial aviation industry. 
CS108,"Vidal taught aeronautics at West Point and was one of the first Army Air Corps pilots, being later one of the pioneers in the commercial aviation industry. ", Vidal taught aeronautics at West Point. He was one of the first Army Air Corps pilots. He was later a pioneer in the commercial aviation industry. 
CS109,LSSU finished second in the CCHA and in the 1989 NCAA Tournament they lost to eventual national champion Harvard in the quarterfinals. ," LSSU finished second in the CCHA. In the 1989 NCAA Tournament, they lost to Harvard in the quarterfinals. Harvard won the national championship in 1989. "
CS110,"Belief in the afterlife varies among Wiccans, although reincarnation is a traditional Wiccan teaching dating back to the New Forest coven in the 1930s. ",Belief in the afterlife varies among Wiccans. Reincarnation is a traditional Wiccan teaching. The New Forest coven originated in the 1930s. 
CS111,Hundreds of soldiers stand in front of the palace and fire randomly into the crowd. , Hundreds of soldiers are standing in front of the palace. The soldiers are randomly firing into the crowd. 
CS112,"Parke played for powerhouse youth club FC Delco, and played four years of college soccer at Drexel University, before being drafted by the MetroStars with 60th and last overall pick of the 2004 MLS SuperDraft. ", Parke played for FC Delco. He played college soccer at Drexel University. The MetroStars drafted him with the 60th and last overall pick of the 2004 MLS SuperDraft. 
CS113,"Parke played for powerhouse youth club FC Delco, and played four years of college soccer at Drexel University, before being drafted by the MetroStars with 60th and last overall pick of the 2004 MLS SuperDraft. ", Parke played for FC Delco. He played college soccer at Drexel University. The MetroStars drafted him in 2004. He was the last overall pick of the SuperDraft. 
CS114,"Parke played for powerhouse youth club FC Delco, and played four years of college soccer at Drexel University, before being drafted by the MetroStars with 60th and last overall pick of the 2004 MLS SuperDraft. ",Parke played for FC Delco. He played four years of college soccer at Drexel University. He was drafted by the MetroStars in 2004. He was chosen with the 60th and last overall pick of the MLS SuperDraft. 
CS115,"The film starts in a room full of bomb making material and newspaper articles about LTTE bombings in Sri Lanka, the screen then cuts to a typical busy morning in Colombo. "," The film begins in a room filled with items related to bomb production and newspaper articles about LTTE bombings in Sri Lanka. The screen then changes to a normal, hectic morning in Colombo. "
CS116,"The film starts in a room full of bomb making material and newspaper articles about LTTE bombings in Sri Lanka, the screen then cuts to a typical busy morning in Colombo. ", The film begins in a room full of materials used for making bombs and newspaper articles about LTTE bombings in Sri Lanka. The screen then cuts to a busier morning in Colombo. 
CS117,"The film starts in a room full of bomb making material and newspaper articles about LTTE bombings in Sri Lanka, the screen then cuts to a typical busy morning in Colombo. ", The room is full of bomb making material and newspaper articles. The screen then cuts to a typical morning in Colombo. The film starts in a room. Newspaper articles are about LTTE bombings in Sri Lanka. Colombo is busy in the morning. 
CS118,In 1940 the Monument was destroyed by the Nazis following German invasion of Poland and was not to be seen in the Square until its restoration in 1955. ,The Monument was destroyed in 1940. The Nazis destroyed it following the invasion of Poland. It was not visible until its restoration in 1955. 
CS119,"The games sold over 60,000 copies by February, but by April the games sold over 100,000 copies. "," The games sold over 60,000 copies by February. By April the games sold over 100,000 copies. "
CS120,"When they find Manson, Peter punches him in the face and Lois accuses him for destroying their son with his songs. ", Peter punched Manson in the face. Lois accused Manson of destroying their son. They found Manson. 
CS121,"When they find Manson, Peter punches him in the face and Lois accuses him for destroying their son with his songs. ", Peter punched Manson in the face. Lois accused Manson. They found Manson. Manson destroyed their son with his songs. 
CS122,"This was the 56th running of the Daytona 500, the most prestigious race in all of NASCAR. ", The Daytona 500 is the most prestigious race in NASCAR. This was the 56th running of the Daytona 500. 
